,Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,"search ",tokens,trend
974,1000,1.39037e+18,2021-05-06,$pton being investigated for possible securities fraud by kaplan fox … #putszn   $spy $ndx $dia $fb $aapl $amzn $nflx $goog $pltr $tsla $nio $nkla $li $xpev $cciv $wmt $snow $crm $dash $bmbl $msft $arkk $ma $btc $doge $xpr $mu $qcom $tsm $penn $dkng    https://t.co/w4in7ceojl,en,['putszn'],"['pton', 'spy', 'ndx', 'dia', 'fb', 'aapl', 'amzn', 'nflx', 'goog', 'pltr', 'tsla', 'nio', 'nkla', 'li', 'xpev', 'cciv', 'wmt', 'snow', 'crm', 'dash', 'bmbl', 'msft', 'arkk', 'ma', 'btc', 'doge', 'xpr', 'mu', 'qcom', 'tsm', 'penn', 'dkng']",False,2.0,3.0,0.0,"$GOOG","['$pton', 'investigated', 'possible', 'security', 'fraud', 'kaplan', 'fox', '#putszn', '$spy', '$ndx', '$dia', '$fb', '$aapl', '$amzn', '$nflx', '$goog', '$pltr', '$tsla', '$nio', '$nkla', '$li', '$xpev', '$cciv', '$wmt', '$snow', '$crm', '$dash', '$bmbl', '$msft', '$arkk', '$ma', '$btc', '$doge', '$xpr', '$mu', '$qcom', '$tsm', '$penn', '$dkng', 'https://t.co/w4in7ceojl']",negative
982,1008,1.39037e+18,2021-05-06,how $yhoo missed being a $trillion company like $goog &amp; $msft,en,[],"['yhoo', 'goog', 'msft']",False,0.0,0.0,0.0,"$GOOG","['$yhoo', 'missed', '$trillion', 'company', 'like', '$goog', '&amp;', '$msft']",negative
983,1009,1.39037e+18,2021-05-06,that dollar rally and nasdaq correction may be just about over on friday. next weeks big cap tech call options might work now $amzn $aapl $fb $goog  https://t.co/xqomn77lms,en,[],"['amzn', 'aapl', 'fb', 'goog']",False,0.0,0.0,0.0,"$GOOG","['dollar', 'rally', 'nasdaq', 'correction', 'may', 'friday.', 'next', 'week', 'big', 'cap', 'tech', 'call', 'option', 'might', 'work', '$amzn', '$aapl', '$fb', '$goog', 'https://t.co/xqomn77lms']",uncertainty
993,1020,1.39035e+18,2021-05-06,"if amazon is so damn smart, how come they keep sending me ads for items i just bought from them?  doh!  $amzn  dittos for google, which apparently believes i am in the market for funeral florists in glendale, az every day. $goog  yet, big tech is taking over the world!   =^.^=",en,[],"['amzn', 'goog']",False,1.0,0.0,0.0,"$GOOG","['amazon', 'damn', 'smart,', 'come', 'keep', 'sending', 'ad', 'item', 'bought', 'them?', 'doh!', '$amzn', 'ditto', 'google,', 'apparently', 'belief', 'market', 'funeral', 'florist', 'glendale,', 'az', 'every', 'day.', '$goog', 'yet,', 'big', 'tech', 'taking', 'world!', '=^.^=']",uncertainty
997,1024,1.39035e+18,2021-05-06,"tesla is about to dramatically reverse market-share losses in a key region, according to this analyst  https://t.co/vicahvuryu $tsla $cciv $nio $xpev $qs $fsr $spce $amzn $aapl $li $gm $f $fcau $enph $sedg $fslr $goog",en,[],"['tsla', 'cciv', 'nio', 'xpev', 'qs', 'fsr', 'spce', 'amzn', 'aapl', 'li', 'gm', 'f', 'fcau', 'enph', 'sedg', 'fslr', 'goog']",False,0.0,1.0,0.0,"$GOOG","['tesla', 'dramatically', 'reverse', 'market-share', 'loss', 'key', 'region,', 'according', 'analyst', 'https://t.co/vicahvuryu', '$tsla', '$cciv', '$nio', '$xpev', '$qs', '$fsr', '$spce', '$amzn', '$aapl', '$li', '$gm', '$f', '$fcau', '$enph', '$sedg', '$fslr', '$goog']",negative
1000,1027,1.39034e+18,2021-05-06,german state parliament confirms tesla has not violated labor laws in building giga berlin  https://t.co/iruealspeg $tsla $cciv $nio $xpev $qs $fsr $spce $amzn $aapl $li $gm $f $fcau $enph $sedg $fslr $goog,en,[],"['tsla', 'cciv', 'nio', 'xpev', 'qs', 'fsr', 'spce', 'amzn', 'aapl', 'li', 'gm', 'f', 'fcau', 'enph', 'sedg', 'fslr', 'goog']",False,0.0,0.0,0.0,"$GOOG","['german', 'state', 'parliament', 'confirms', 'tesla', 'violated', 'labor', 'law', 'building', 'giga', 'berlin', 'https://t.co/iruealspeg', '$tsla', '$cciv', '$nio', '$xpev', '$qs', '$fsr', '$spce', '$amzn', '$aapl', '$li', '$gm', '$f', '$fcau', '$enph', '$sedg', '$fslr', '$goog']",negative
1006,1033,1.39034e+18,2021-05-06,"today top flow in #nasdaq #nasdaq100, buy flow &amp; sell flow $amzn $vrsk $mrna $ctsh $bkng $anss $regn $adi $fisv $idxx $tsla $meli $pypl $aapl $goog $msft $nvda $bidu $qcom $csco #stock #stocks #stockmarket #investment #investing  https://t.co/gr3yvqq4oy  https://t.co/rngseltyrf",en,"['nasdaq', 'nasdaq100', 'stock', 'stocks', 'stockmarket', 'investment', 'investing']","['amzn', 'vrsk', 'mrna', 'ctsh', 'bkng', 'anss', 'regn', 'adi', 'fisv', 'idxx', 'tsla', 'meli', 'pypl', 'aapl', 'goog', 'msft', 'nvda', 'bidu', 'qcom', 'csco']",False,0.0,0.0,0.0,"$GOOG","['today', 'top', 'flow', '#nasdaq', '#nasdaq100,', 'buy', 'flow', '&amp;', 'sell', 'flow', '$amzn', '$vrsk', '$mrna', '$ctsh', '$bkng', '$anss', '$regn', '$adi', '$fisv', '$idxx', '$tsla', '$meli', '$pypl', '$aapl', '$goog', '$msft', '$nvda', '$bidu', '$qcom', '$csco', '#stock', '#stocks', '#stockmarket', '#investment', '#investing', 'https://t.co/gr3yvqq4oy', 'https://t.co/rngseltyrf']",positive
1008,1035,1.39034e+18,2021-05-06,$amc: daily 1 year volatility chart from wed into quarter results $t $dish $cmcsa $dis $viac $fox $goog $aapl $fb $googl $nflx  https://t.co/qkad0b0gof service provides current readings of intraday implied volatility for us equity and futures markets  https://t.co/pjqamottdg,en,[],"['amc', 't', 'dish', 'cmcsa', 'dis', 'viac', 'fox', 'goog', 'aapl', 'fb', 'googl', 'nflx']",False,0.0,0.0,1.0,"$GOOG","['$amc:', 'daily', '1', 'year', 'volatility', 'chart', 'wed', 'quarter', 'result', '$t', '$dish', '$cmcsa', '$dis', '$viac', '$fox', '$goog', '$aapl', '$fb', '$googl', '$nflx', 'https://t.co/qkad0b0gof', 'service', 'provides', 'current', 'reading', 'intraday', 'implied', 'volatility', 'u', 'equity', 'future', 'market', 'https://t.co/pjqamottdg']",negative
1013,1040,1.39034e+18,2021-05-06,$roku: daily 1 year volatility chart from wed into quarter release $nflx $amzn $wmt $bby $googl $fb $goog   https://t.co/qkad0b0gof service provides current readings of intraday implied volatility for us equity and futures markets  https://t.co/a5kumblibn,en,[],"['roku', 'nflx', 'amzn', 'wmt', 'bby', 'googl', 'fb', 'goog']",False,0.0,0.0,1.0,"$GOOG","['$roku:', 'daily', '1', 'year', 'volatility', 'chart', 'wed', 'quarter', 'release', '$nflx', '$amzn', '$wmt', '$bby', '$googl', '$fb', '$goog', 'https://t.co/qkad0b0gof', 'service', 'provides', 'current', 'reading', 'intraday', 'implied', 'volatility', 'u', 'equity', 'future', 'market', 'https://t.co/a5kumblibn']",negative
1014,1041,1.39034e+18,2021-05-06,for various reasons.  1) expensive  2) founders taking too much money 3) obsolete if you can have $fb $amzn $goog 4) come on 🤣,en,[],"['fb', 'amzn', 'goog']",False,0.0,1.0,1.0,"$GOOG","['various', 'reasons.', '1)', 'expensive', '2)', 'founder', 'taking', 'much', 'money', '3)', 'obsolete', '$fb', '$amzn', '$goog', '4)', 'come', '🤣']",negative
1016,1043,1.39034e+18,2021-05-06,@soonervaluecap @pythiar @hastannn i would say $msft. $amzn can be replaced by stuff like google cloud and i tend to shop on more niche shops since 2020. $goog search is already partly replaced by duckduckgo. yet i haven't been able to displace $msft from the workplace (believe me i tried).,en,[],"['msft', 'amzn', 'goog', 'msft']",False,2.0,0.0,1.0,"$GOOG","['@soonervaluecap', '@pythiar', '@hastannn', 'would', 'say', '$msft.', '$amzn', 'replaced', 'stuff', 'like', 'google', 'cloud', 'tend', 'shop', 'niche', 'shop', 'since', '2020.', '$goog', 'search', 'already', 'partly', 'replaced', 'duckduckgo.', 'yet', 'able', 'displace', '$msft', 'workplace', '(believe', 'tried).']",negative
1017,1044,1.39034e+18,2021-05-06,"i don’t care how the stocks moves. if it moves up or down, i make money by selling options. i sell puts and calls on the same stock, with a delta neutral position.   $spy $pltr $gme $aapl $fb $goog $amc $bb $bbby $amd $nvda $crsr $apha $tlry $nio $tsla $baba $clov $msft $nflx",en,[],"['spy', 'pltr', 'gme', 'aapl', 'fb', 'goog', 'amc', 'bb', 'bbby', 'amd', 'nvda', 'crsr', 'apha', 'tlry', 'nio', 'tsla', 'baba', 'clov', 'msft', 'nflx']",False,0.0,0.0,0.0,"$GOOG","['don’t', 'care', 'stock', 'moves.', 'move', 'down,', 'make', 'money', 'selling', 'options.', 'sell', 'put', 'call', 'stock,', 'delta', 'neutral', 'position.', '$spy', '$pltr', '$gme', '$aapl', '$fb', '$goog', '$amc', '$bb', '$bbby', '$amd', '$nvda', '$crsr', '$apha', '$tlry', '$nio', '$tsla', '$baba', '$clov', '$msft', '$nflx']",negative
1019,1046,1.39033e+18,2021-05-06,hey guys let’s all pump twitter $twtr till it hits $300. screw donald trump trying to boycott twitter and shorting the stock let’s make them all pay. everyone buy even if it’s 1 share and keep till it hits $300 $safemoon $rhe $aht $penn $coin $aapl $amzn $goog $fb $uber $shop $qs,en,[],"['twtr', 'rhe', 'aht', 'penn', 'coin', 'aapl', 'amzn', 'goog', 'fb', 'uber', 'shop', 'qs']",False,1.0,3.0,3.0,"$GOOG","['hey', 'guy', 'let’s', 'pump', 'twitter', '$twtr', 'till', 'hit', '$300.', 'screw', 'donald', 'trump', 'trying', 'boycott', 'twitter', 'shorting', 'stock', 'let’s', 'make', 'pay.', 'everyone', 'buy', 'even', 'it’s', '1', 'share', 'keep', 'till', 'hit', '$300', '$safemoon', '$rhe', '$aht', '$penn', '$coin', '$aapl', '$amzn', '$goog', '$fb', '$uber', '$shop', '$qs']",positive
1022,1049,1.39033e+18,2021-05-06,big six make up nearly one-quarter on the s&amp;p 500  $aapl $tsla $msft $goog $fb $amzn  https://t.co/7txxgcdfit,en,[],"['aapl', 'tsla', 'msft', 'goog', 'fb', 'amzn']",False,3.0,1.0,0.0,"$GOOG","['big', 'six', 'make', 'nearly', 'one-quarter', 's&amp;p', '500', '$aapl', '$tsla', '$msft', '$goog', '$fb', '$amzn', 'https://t.co/7txxgcdfit']",uncertainty
1025,1052,1.39033e+18,2021-05-06,"due to this market correction in growth, what is the cheapest stock you see out there compared to what it is actually delivering + guidance ?  $ater $dmtk $tsla $se $cciv $pltr $lotz $net $rsi $tdoc $pton $sq $roku $aapl $goog $ba $baba $shop $twlo $amzn $crwd $sklz",en,[],"['ater', 'dmtk', 'tsla', 'se', 'cciv', 'pltr', 'lotz', 'net', 'rsi', 'tdoc', 'pton', 'sq', 'roku', 'aapl', 'goog', 'ba', 'baba', 'shop', 'twlo', 'amzn', 'crwd', 'sklz']",False,1.0,1.0,1.0,"$GOOG","['due', 'market', 'correction', 'growth,', 'cheapest', 'stock', 'see', 'compared', 'actually', 'delivering', 'guidance', '$ater', '$dmtk', '$tsla', '$se', '$cciv', '$pltr', '$lotz', '$net', '$rsi', '$tdoc', '$pton', '$sq', '$roku', '$aapl', '$goog', '$ba', '$baba', '$shop', '$twlo', '$amzn', '$crwd', '$sklz']",negative
1032,1059,1.39032e+18,2021-05-06,"if ur wondering y ur stocks r getting decimated, you arent alone $fsly completely crushed. unless its $fb $aapl $goog $amzn no stock is safe. every1 always warns of a market crash, well ur getting it now.   the majority of these stocks will recover. some won't.  $fubo $cciv $spce",en,[],"['fsly', 'fb', 'aapl', 'goog', 'amzn', 'fubo', 'cciv', 'spce']",False,6.0,0.0,1.0,"$GOOG","['ur', 'wondering', 'ur', 'stock', 'r', 'getting', 'decimated,', 'arent', 'alone', '$fsly', 'completely', 'crushed.', 'unless', '$fb', '$aapl', '$goog', '$amzn', 'stock', 'safe.', 'every1', 'always', 'warns', 'market', 'crash,', 'well', 'ur', 'getting', 'now.', 'majority', 'stock', 'recover.', ""won't."", '$fubo', '$cciv', '$spce']",negative
1038,1065,1.39032e+18,2021-05-06,"in our opinion, there’s never going to be an #autonomousvehicles launch that mimics steve jobs unveiling the original iphone. this technology is developing, slowly, but its progress is measured in years, short distances, and slowly expanding use cases. $tsla $f $gm $goog $nio",en,['autonomousvehicles'],"['tsla', 'f', 'gm', 'goog', 'nio']",False,2.0,0.0,0.0,"$GOOG","['opinion,', 'there’s', 'never', 'going', '#autonomousvehicles', 'launch', 'mimic', 'steve', 'job', 'unveiling', 'original', 'iphone.', 'technology', 'developing,', 'slowly,', 'progress', 'measured', 'years,', 'short', 'distances,', 'slowly', 'expanding', 'use', 'cases.', '$tsla', '$f', '$gm', '$goog', '$nio']",positive
1043,1070,1.39031e+18,2021-05-06,"today top flow in #nasdaq #nasdaq100, buy flow &amp; sell flow $amzn $vrsk $mrna $ctsh $bkng $nxpi $adi $foxa $wba $asml $pypl $bidu $csco $goog $nvda $meli $qcom $tsla $expe $cdns #stock #stocks #stockmarket #investment #investing  https://t.co/5je2nlrw3b  https://t.co/840dwyuubm",en,"['nasdaq', 'nasdaq100', 'stock', 'stocks', 'stockmarket', 'investment', 'investing']","['amzn', 'vrsk', 'mrna', 'ctsh', 'bkng', 'nxpi', 'adi', 'foxa', 'wba', 'asml', 'pypl', 'bidu', 'csco', 'goog', 'nvda', 'meli', 'qcom', 'tsla', 'expe', 'cdns']",False,0.0,0.0,1.0,"$GOOG","['today', 'top', 'flow', '#nasdaq', '#nasdaq100,', 'buy', 'flow', '&amp;', 'sell', 'flow', '$amzn', '$vrsk', '$mrna', '$ctsh', '$bkng', '$nxpi', '$adi', '$foxa', '$wba', '$asml', '$pypl', '$bidu', '$csco', '$goog', '$nvda', '$meli', '$qcom', '$tsla', '$expe', '$cdns', '#stock', '#stocks', '#stockmarket', '#investment', '#investing', 'https://t.co/5je2nlrw3b', 'https://t.co/840dwyuubm']",positive
1053,1081,1.3903e+18,2021-05-06,$adt q1 highlights -new recurring monthly revenue (rmr) additions up 25% vs prior year - commercial recovery continues; improved year-over-year results - quarterly net subscriber growth of 76k - attrition remained at 13.1% &amp; improved 40 bps   adt | $goog partnership progress  https://t.co/xdcnl8yly5,en,[],"['adt', 'goog']",False,1.0,0.0,1.0,"$GOOG","['$adt', 'q1', 'highlight', '-new', 'recurring', 'monthly', 'revenue', '(rmr)', 'addition', '25%', 'v', 'prior', 'year', 'commercial', 'recovery', 'continues;', 'improved', 'year-over-year', 'result', 'quarterly', 'net', 'subscriber', 'growth', '76k', 'attrition', 'remained', '13.1%', '&amp;', 'improved', '40', 'bps', 'adt', '$goog', 'partnership', 'progress', 'https://t.co/xdcnl8yly5']",positive
1056,1084,1.3903e+18,2021-05-06,if you don't think crypto has anything to do with the growth market free falling then i pray for you. this is 10x worse than how others perceived spacs  $ater $dmtk $tsla $se $cciv $pltr $lotz $net $rsi $tdoc $pton $sq $roku $aapl $goog $ba $baba $shop $twlo $amzn $crwd $sklz,en,[],"['ater', 'dmtk', 'tsla', 'se', 'cciv', 'pltr', 'lotz', 'net', 'rsi', 'tdoc', 'pton', 'sq', 'roku', 'aapl', 'goog', 'ba', 'baba', 'shop', 'twlo', 'amzn', 'crwd', 'sklz']",False,2.0,3.0,0.0,"$GOOG","['think', 'crypto', 'anything', 'growth', 'market', 'free', 'falling', 'pray', 'you.', '10x', 'worse', 'others', 'perceived', 'spacs', '$ater', '$dmtk', '$tsla', '$se', '$cciv', '$pltr', '$lotz', '$net', '$rsi', '$tdoc', '$pton', '$sq', '$roku', '$aapl', '$goog', '$ba', '$baba', '$shop', '$twlo', '$amzn', '$crwd', '$sklz']",negative
1057,1085,1.3903e+18,2021-05-06,"for everyone that likes to blame everything on spacs, here are a few examples of great companies losing their april gains in the past week:  $aapl -3%  $amzn -7% $goog -2% $fb -4% $uber -10% $shop -10%   etc...",en,[],"['aapl', 'amzn', 'goog', 'fb', 'uber', 'shop']",False,37.0,7.0,3.0,"$GOOG","['everyone', 'like', 'blame', 'everything', 'spacs,', 'example', 'great', 'company', 'losing', 'april', 'gain', 'past', 'week:', '$aapl', '-3%', '$amzn', '-7%', '$goog', '-2%', '$fb', '-4%', '$uber', '-10%', '$shop', '-10%', 'etc...']",positive
1077,1105,1.39029e+18,2021-05-06,tesla patent outlines system to actively monitor improper seatbelt use  https://t.co/v6wa5ufr9e $tsla $cciv $nio $xpev $qs $fsr $spce $amzn $aapl $li $gm $f $fcau $enph $sedg $fslr $goog,en,[],"['tsla', 'cciv', 'nio', 'xpev', 'qs', 'fsr', 'spce', 'amzn', 'aapl', 'li', 'gm', 'f', 'fcau', 'enph', 'sedg', 'fslr', 'goog']",False,0.0,0.0,0.0,"$GOOG","['tesla', 'patent', 'outline', 'system', 'actively', 'monitor', 'improper', 'seatbelt', 'use', 'https://t.co/v6wa5ufr9e', '$tsla', '$cciv', '$nio', '$xpev', '$qs', '$fsr', '$spce', '$amzn', '$aapl', '$li', '$gm', '$f', '$fcau', '$enph', '$sedg', '$fslr', '$goog']",negative
1081,1109,1.39029e+18,2021-05-06,"to understand just how big some tech giants are, cnbc decided to break down revenue per minute from their latest quarterly results.   on average, the biggest names pulled in over $373k every 60 seconds during the first quarter of 2021. $amzn $appl $goog $fb $tsla $nflx #earnings  https://t.co/bxw84hotrs",en,['earnings'],"['amzn', 'appl', 'goog', 'fb', 'tsla', 'nflx']",False,21.0,2.0,8.0,"$GOOG","['understand', 'big', 'tech', 'giant', 'are,', 'cnbc', 'decided', 'break', 'revenue', 'per', 'minute', 'latest', 'quarterly', 'results.', 'average,', 'biggest', 'name', 'pulled', '$373k', 'every', '60', 'second', 'first', 'quarter', '2021.', '$amzn', '$appl', '$goog', '$fb', '$tsla', '$nflx', '#earnings', 'https://t.co/bxw84hotrs']",negative
1084,1112,1.39029e+18,2021-05-06,$goog twitter sentiment on 5 may 2021 was: ▒ positive 40.4% █ negative 12.1% ░ neutral 47.5% ▒▒▒▒▒▒▒▒██░░░░░░░░░,en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['$goog', 'twitter', 'sentiment', '5', 'may', '2021', 'was:', '▒', 'positive', '40.4%', '█', 'negative', '12.1%', '░', 'neutral', '47.5%', '▒▒▒▒▒▒▒▒██░░░░░░░░░']",uncertainty
1094,1122,1.39029e+18,2021-05-06,"$gpl a mining company that recently experienced an apocalyptic sell off, a recovery is in progress to $1.16+! other investment ideas $brk.a $goog $googl $amzn stock tip $gpl  https://t.co/cbznz96oji",en,[],"['gpl', 'brk.a', 'goog', 'googl', 'amzn', 'gpl']",False,0.0,0.0,0.0,"$GOOG","['$gpl', 'mining', 'company', 'recently', 'experienced', 'apocalyptic', 'sell', 'off,', 'recovery', 'progress', '$1.16+!', 'investment', 'idea', '$brk.a', '$goog', '$googl', '$amzn', 'stock', 'tip', '$gpl', 'https://t.co/cbznz96oji']",positive
1102,1130,1.39027e+18,2021-05-06,"tesla, apple supplier delta to pour $7m in ai semiconductor startup amid chip shortage $aapl $baba $goog  https://t.co/bsi6uy6zxd # via @benzinga",en,[],"['aapl', 'baba', 'goog']",False,0.0,0.0,0.0,"$GOOG","['tesla,', 'apple', 'supplier', 'delta', 'pour', '$7m', 'ai', 'semiconductor', 'startup', 'amid', 'chip', 'shortage', '$aapl', '$baba', '$goog', 'https://t.co/bsi6uy6zxd', '@benzinga']",negative
1106,1134,1.39026e+18,2021-05-06,"google parent alphabet is a class investment right under your nose... yes there are regs threats but great q1 figs prove it is capturing more of the ads market share, $2,395 stock could look very cheap in five yrs $goog #goog @sharesmag     https://t.co/bz4yi29nil",en,['goog'],['goog'],False,2.0,0.0,1.0,"$GOOG","['google', 'parent', 'alphabet', 'class', 'investment', 'right', 'nose...', 'yes', 'regs', 'threat', 'great', 'q1', 'fig', 'prove', 'capturing', 'ad', 'market', 'share,', '$2,395', 'stock', 'could', 'look', 'cheap', 'five', 'yr', '$goog', '#goog', '@sharesmag', 'https://t.co/bz4yi29nil']",positive
1110,1138,1.39025e+18,2021-05-06,did you notice that @jack was a fucking zombie on the $twtr call; better have $gs sell the company or elliot loses $$ $goog $msft $orcl $aapl $amzn $fb,en,[],"['twtr', 'gs', 'goog', 'msft', 'orcl', 'aapl', 'amzn', 'fb']",False,0.0,0.0,1.0,"$GOOG","['notice', '@jack', 'fucking', 'zombie', '$twtr', 'call;', 'better', '$gs', 'sell', 'company', 'elliot', 'loses', '$$', '$goog', '$msft', '$orcl', '$aapl', '$amzn', '$fb']",negative
1117,1145,1.39022e+18,2021-05-06,"tesla, apple supplier delta to pour $7m in ai semiconductor startup amid chip shortage | $aapl $baba $goog $googl $hmc $hnhpf $intc $qcom $tm $tsla",en,[],"['aapl', 'baba', 'goog', 'googl', 'hmc', 'hnhpf', 'intc', 'qcom', 'tm', 'tsla']",False,0.0,0.0,0.0,"$GOOG","['tesla,', 'apple', 'supplier', 'delta', 'pour', '$7m', 'ai', 'semiconductor', 'startup', 'amid', 'chip', 'shortage', '$aapl', '$baba', '$goog', '$googl', '$hmc', '$hnhpf', '$intc', '$qcom', '$tm', '$tsla']",negative
1119,1147,1.39021e+18,2021-05-06,"s&amp;p 500 technical analysis - thursday, may 6 $aapl $amzn $goog $tsla $ndx $fb $spx $sq  https://t.co/mbgtawb6ar",en,[],"['aapl', 'amzn', 'goog', 'tsla', 'ndx', 'fb', 'spx', 'sq']",False,0.0,0.0,0.0,"$GOOG","['s&amp;p', '500', 'technical', 'analysis', 'thursday,', 'may', '6', '$aapl', '$amzn', '$goog', '$tsla', '$ndx', '$fb', '$spx', '$sq', 'https://t.co/mbgtawb6ar']",uncertainty
